Gene	Probe_ID	MCF7__biological_rep1	MCF7__biological_rep2	MCF7__biological_rep3	MCF7_silenced_Estrogen_receptor__biological_rep1	MCF7_silenced_Estrogen_receptor__biological_rep2	MCF7_silenced_Estrogen_receptor__biological_rep3
ADAM5	216998_s_at,217003_s_at	5.055085	4.840365	4.887795	4.78314	4.746	4.895355
ADAM6	237909_at	5.35492	5.25569	5.4066	5.46512	5.42959	5.39616
ADAM7	211238_at,211239_s_at,239079_at	4.46794666666667	4.34576333333333	4.47614	4.40321333333333	4.54711	4.48690333333333
ADAM8	205179_s_at,205180_s_at	5.57222	5.79421	5.707645	7.511905	7.68653	7.54009
ADAM9	1555326_a_at,1570042_a_at,202381_at	7.82899333333333	7.79710333333333	7.68250333333333	9.05762666666667	8.88662666666667	8.84855333333333
ADAMDEC1	206134_at	4.33954	4.22909	4.21333	3.97525	3.92659	4.1735
ADAMTS1	222162_s_at,222486_s_at	5.4447	5.62751	5.54529	8.77018	8.287645	8.218335
ADAMTS10	230341_x_at,232133_at	5.455165	5.532625	5.68451	5.47529	5.46172	5.43166
ADAMTS12	221421_s_at,226997_at	5.539665	5.25701	5.303715	6.972185	6.959215	7.01212
ADAMTS13	220208_at,223844_at	6.186945	6.161635	6.08427	5.83643	5.86134	5.85148
ADAMTS14	230167_at	5.64133	5.5996	5.64692	5.59552	5.82987	5.71511
ADAMTS15	1553427_at,229004_at	5.192995	5.11679	5.2369	5.564185	5.592515	5.706545
ADAMTS16	238125_at	5.04368	4.91621	5.01369	5.47313	5.45477	5.3995
ADAMTS17	1552725_s_at,1552726_at,1552727_s_at	5.70685	5.51452333333333	5.54720333333333	5.57742666666667	5.53761	5.65556
ADAMTS18	1553234_at,230040_at	5.20119	5.077745	5.14969	5.088895	5.22312	5.19969
ADAMTS19	1553179_at,1553180_at	8.89084	8.836735	8.844105	4.07389	3.967155	4.051745
ADAMTS2	214454_at,214535_s_at,226311_at	4.80529333333333	4.83274666666667	4.93071	4.7968	4.92789	4.94937
ADAMTS20	1553409_at,220717_at	4.48253	4.45857	4.472535	4.470365	4.48587	4.63866
ADAMTS3	214913_at	4.25521	4.30563	4.40367	4.39671	4.28495	4.17423
ADAMTS4	1555380_at	5.43305	5.26052	5.54224	5.20526	5.45256	5.61351
ADAMTS5	1558636_s_at,219935_at,229357_at,235368_at	4.42011	4.4063525	4.333645	4.329705	4.3724425	4.3016675
ADAMTS6	1570351_at,220866_at,237411_at	4.60902333333333	4.44382666666667	4.86298666666667	9.12971333333333	9.13227333333333	9.17428
ADAMTS7	220705_s_at,220706_at,228911_at	5.44976666666667	5.56075666666667	5.67870666666667	5.54861	5.47959666666667	5.39144333333333
ADAMTS8	220676_at,220677_s_at,235649_at	4.77862	4.83701333333333	4.8964	4.84272666666667	4.90515666666667	4.93700333333333
ADAMTS9	1554697_at,220287_at,226814_at,233785_at	4.9979675	4.798935	4.92682	5.4320425	5.3787725	5.4056725
ADAMTS9-AS1	233928_at,241369_at	4.77815	4.63228	4.60708	4.62274	4.62633	4.604725
ADAMTS9-AS2	1556364_at,1559296_at,1562295_at,233113_at,234078_at	4.734774	4.57917	4.687192	4.70411	4.728258	4.644068
ADAMTSL1	1552457_a_at,1552808_at,224371_at,229585_at,237217_at,239909_at	4.65647666666667	4.57927166666667	4.68397166666667	6.25593333333333	6.13741	6.07839333333333
ADAMTSL2	206629_at	4.92852	4.97645	5.0106	4.96938	4.80347	4.61978
ADAMTSL3	1559748_at,213974_at	5.39776	5.49282	5.388395	4.896535	5.014275	5.086925
ADAMTSL4	220578_at,226071_at	5.404735	5.29441	5.372325	5.28992	5.39729	5.64812
ADAMTSL5	242200_at	5.48972	5.6542	5.32108	5.36273	5.47861	5.58453
ADAP1	219150_s_at,90265_at	8.618785	8.61365	8.550095	7.46488	7.552555	7.54753
ADAP2	219358_s_at,222876_s_at	6.07953	5.876515	5.942065	5.46251	5.66561	5.756225
ADAR	201786_s_at	12.1955	12.1937	12.1523	11.6168	11.4251	11.462
ADARB1	203865_s_at,207999_s_at,209979_at,234539_at,234799_at	5.675266	5.659572	5.519152	5.69385	5.592746	5.538514
ADARB2	220648_at,237437_s_at	4.958245	4.89069	5.01302	4.759555	4.91806	4.84727
ADARB2-AS1	1561127_at	6.59845	6.61335	6.60529	6.471	6.67083	6.65626
ADAT1	219384_s_at	9.53023	9.66869	9.53874	9.1889	8.95988	8.8806
ADAT2	227213_at,236817_at	6.715085	6.81863	6.78521	7.35009	6.8709	6.830385
ADAT3	1553967_at,1553968_a_at	7.492025	7.407	7.346795	6.90753	7.360275	7.381385
ADAT3///SCAMP4	230634_x_at	7.37272	7.40489	7.28727	6.33217	6.80068	6.94978
ADCK1	227482_at	8.10265	8.04121	8.00192	6.39621	6.51824	6.49803
ADCK2	221893_s_at,221894_at,222117_s_at,44120_at	7.5333325	7.571405	7.54689	7.631505	7.4996625	7.5419525
ADCK5	228524_at	6.93396	7.2055	6.72199	6.58766	6.21791	6.17115
ADCY1	213245_at,215340_at,215348_at,232062_at,235049_at	6.906964	6.819298	6.945174	5.019486	5.071872	5.183956
ADCY10	214547_at,217305_s_at	4.508905	4.351185	4.56655	4.335945	4.4768	4.372775
ADCY10P1	233959_at,236832_at	4.670705	4.579655	4.489975	5.23745	5.238945	5.109775
ADCY2	213217_at,213219_at,217687_at	5.04475	4.79806	5.06501666666667	4.94066333333333	4.97356666666667	5.06444333333333
ADCY3	209320_at,209321_s_at	8.225015	8.3187	8.2762	8.321055	8.1213	8.124675
ADCY4	230800_at	6.42805	6.23584	6.28968	6.18916	6.20046	6.26203
ADCY5	228182_at,242891_at	5.740495	5.781685	5.881475	5.152255	5.16682	5.329925
ADCY6	209195_s_at	8.8275	8.82236	8.83715	7.96708	7.76244	7.77784
ADCY7	1554827_a_at,203741_s_at	6.258715	6.1885	6.213725	7.853405	7.785005	7.90036
ADCY8	206811_at	4.80939	4.60968	4.44158	4.60913	4.45395	4.50622
ADCY9	204497_at,204498_s_at,215400_x_at	7.20979666666667	7.38351333333333	7.22904666666667	6.61187666666667	6.54224	6.64448
ADCYAP1	206281_at,230237_at	4.845305	5.022275	4.728925	4.750835	4.80365	4.698335
ADCYAP1R1	207151_at,226690_at	5.151735	4.96389	5.10499	4.998155	5.16762	5.12796
ADD1	208030_s_at,214726_x_at,214736_s_at,238939_at	8.1470575	8.278885	8.13528	8.0790425	8.16795	8.050095
ADD2	205268_s_at,206807_s_at,213484_at,230988_at,237336_at,239530_at	5.21136666666667	5.13727833333333	5.20635333333333	5.075905	5.19209833333333	5.15981333333333
ADD3	201034_at,201752_s_at,201753_s_at,205882_x_at	9.52489	9.5708425	9.617215	10.091945	10.05212	10.0475475
ADD3-AS1	217380_s_at,222072_at,228215_at	4.81082333333333	4.76520333333333	4.67116	4.66719	4.73275333333333	4.82330333333333
ADGB	220614_s_at	4.4637	4.54938	4.58647	4.58296	4.42924	4.30873
ADGRA1	239221_at	4.91982	5.1256	5.04082	4.98079	4.91328	4.9694
ADGRA2	221814_at,65718_at	5.844665	5.90524	5.73373	5.805795	6.017955	5.88134
ADGRA3	1555122_at,1569542_at,210473_s_at	6.03058	6.06292	6.02726666666667	6.80408666666667	6.68332333333333	6.66588333333333
ADGRB1	206083_at	6.30351	6.27996	6.31397	5.92582	5.91412	6.05572
ADGRB2	204966_at	6.00486	6.05534	5.93615	5.31512	5.18691	5.19808
ADGRB3	205638_at,211568_at	4.023275	3.757015	3.899355	3.99673	3.94283	4.06421
ADGRD1	232267_at	7.37814	7.39733	7.46107	7.4206	7.49314	7.64848
ADGRD2	216289_at	5.36895	5.37809	5.22039	5.4069	4.93981	5.08013
ADGRE1	207111_at	4.7896	4.70232	4.84743	4.5318	4.65066	4.90108
ADGRE2	207610_s_at,232009_at	4.176325	3.945545	4.214705	3.967535	4.089315	4.056515
ADGRE3	210724_at	4.09621	4.42475	4.26378	4.48474	4.36173	4.34606
ADGRE5	202910_s_at	6.02685	6.11454	5.9904	10.0508	10.208	10.1348
ADGRF1	220907_at,235988_at,236489_at,238689_at	4.344585	4.22397	4.3092025	4.286315	4.261085	4.2467925
ADGRF2	1553036_at	4.09451	4.15819	4.28749	3.97693	4.14079	4.01968
ADGRF3	1553016_at,236608_at	4.58601	4.41062	4.51336	4.582455	4.572475	4.451015
ADGRF4	1553031_at,237690_at	4.696935	4.8186	4.60541	4.170355	4.240945	4.24138
ADGRF5	212950_at,212951_at	4.857715	4.546315	4.643735	8.338765	8.33202	8.26944
ADGRG1	206582_s_at,212070_at	9.56048	9.76236	9.562205	8.228335	8.798965	8.769425
ADGRG2	206002_at	6.4565	6.22647	6.19336	4.25563	4.19928	4.36857
ADGRG3	1553723_at,220404_at	5.24902	5.212155	5.322055	5.11821	5.41155	5.293325
ADGRG4	1553006_at	4.88755	4.76498	4.92316	4.46111	4.67483	4.51174
ADGRG5	1555447_at,229971_at	4.95583	5.063685	4.953425	5.029085	5.123935	5.028155
ADGRG6	1553025_at,213094_at,233887_at	6.59436	6.67763	6.70799	5.85702333333333	5.80686333333333	5.69124
ADGRG7	1553296_at	4.19899	4.21018	4.15053	3.9256	3.9994	4.24288
ADGRL1	203488_at,219145_at,47560_at	8.68831333333333	8.67253333333333	8.58989666666667	7.0733	6.98404	7.07730666666667
ADGRL2	1569850_at,206953_s_at	4.28856	4.241785	4.294785	6.62958	6.55634	6.635065
ADGRL3	209866_s_at,209867_s_at,236264_at,242186_x_at	4.3919325	4.4463225	4.4012725	4.5112725	4.4818375	4.5918475
ADGRL4	219134_at	4.06977	4.05805	4.05967	3.96191	3.99378	4.15924
ADGRV1	215396_at,223582_at,224275_at,234871_at,240631_at	4.807222	4.79189	4.747526	4.59753	4.57588	4.608206
ADH1A	207820_at	3.86177	3.67331	3.7351	3.58911	3.64166	3.84989
ADH1B	209612_s_at,209613_s_at,209614_at,243544_at	4.1988325	4.23758	4.3535725	4.1829275	4.2252625	4.2505725
ADH1C	206262_at	4.46662	4.39982	4.34067	4.32002	4.50028	4.53162
ADH4	223781_x_at,231675_s_at,231678_s_at,231703_s_at	4.3017925	4.40362	4.3624875	4.4868775	4.32982	4.366675
ADH5	208847_s_at,208848_at	10.284405	10.228455	10.26239	9.75861	9.546375	9.63097
ADH6	207544_s_at,214261_s_at	5.065615	4.92285	4.99753	4.940085	5.050255	4.94317
ADH7	210505_at	4.88059	4.48272	4.64292	4.50631	4.48995	4.66275
ADHFE1	227113_at	6.32542	6.15354	6.33011	6.232	6.14288	6.09222
ADI1	217761_at,222400_s_at,241443_at	9.52117333333333	9.52124666666667	9.60723333333333	7.96711	8.03219666666667	7.97443
ADIG	1554128_at,1554129_a_at	6.155465	5.842235	5.95098	5.708365	5.87915	5.841685
ADIPOQ	207175_at	4.93672	5.02405	5.03072	4.89647	4.95803	5.1641
ADIPOR1	217748_at	11.0407	11.0471	10.8709	10.0907	9.96067	10.0226
ADIPOR2	201346_at	11.8183	11.8473	11.8137	10.9266	10.6537	10.7024
ADIRF	203571_s_at	8.58884	8.4755	8.42883	6.37636	6.11712	6.29934
ADIRF-AS1	232300_at	6.10414	5.89858	6.00246	6.64741	6.97611	6.88667
ADK	204119_s_at,204120_s_at	10.48229	10.37775	10.47134	10.712855	10.57814	10.65835
ADM	202912_at	7.45399	7.60083	7.65879	9.5072	9.20014	9.26845
ADM2	220538_at	6.63934	6.80483	6.92216	6.45156	6.7334	6.73493
ADM5	232154_at	7.09896	6.88812	6.9006	7.10942	6.7575	6.88843
ADNP	201773_at,226426_at	11.1167	11.02555	11.03415	10.55764	10.345765	10.358605
ADNP2	203321_s_at,203322_at	10.02558	10.1158	10.08449	10.1392	10.075725	10.05131
ADO	212500_at,212502_at	9.57063	9.5168	9.530675	10.41725	10.26942	10.291155
ADORA1	205481_at,216220_s_at	5.28178	5.3205	5.39431	5.234885	5.190345	5.329355
ADORA2A-AS1	237447_at,239513_at	5.131285	4.902965	4.939515	4.943165	5.096445	4.98495
ADORA2B	205891_at	8.22137	8.31316	8.26422	11.9617	12.1672	12.1692
ADORA3	206171_at,223660_at	4.516925	4.492475	4.650475	4.42346	4.54689	4.519375
ADPGK	220980_s_at,224455_s_at	8.7788	8.925575	8.809405	9.176905	8.82352	8.933645
ADPRH	207863_at,228042_at,238505_at	5.37178	5.16869666666667	5.28114	4.78802333333333	5.05157	5.02268333333333
ADPRHL1	1553163_at,238054_at	7.864215	8.002065	7.812855	6.531645	6.84377	6.907385
ADPRHL2	223097_at	8.58864	8.64838	8.57128	9.97306	9.83788	9.87857
ADPRM	220606_s_at,223401_at	6.78664	6.751375	6.931085	8.874905	8.579315	8.643045
ADRA1A	211489_at,211490_at,211491_at,211492_s_at,237390_at	4.573494	4.425144	4.535254	4.549394	4.514518	4.498186
ADRA1B	207589_at	5.3402	5.48674	5.24794	5.26834	5.31113	5.24354
ADRA1D	210960_at,210961_s_at	4.835355	4.720895	4.882125	4.715015	4.71938	4.688005
ADRA2A	209869_at	4.45717	4.67399	4.46534	4.31911	4.52241	4.71316
ADRA2B	208544_at	5.51905	5.47075	5.3673	5.44129	5.62587	5.34438
ADRA2C	206128_at	8.25316	8.33034	8.18475	5.71006	5.52712	5.7774
ADRB1	208214_at,229277_at,229309_at	4.83145	4.72247333333333	4.5969	4.45592666666667	4.52059333333333	4.45434666666667
ADRB2	206170_at	4.88477	4.76325	4.91674	9.58751	9.32342	9.3431
ADRB3	206812_at,217303_s_at	5.54862	5.58613	5.59776	5.54271	5.556005	5.51128
ADRM1	201281_at	11.4822	11.5489	11.4125	10.703	11.1152	11.1176
ADSL	202144_s_at,210250_x_at	10.4169	10.360775	10.43015	11.4558	11.2397	11.22015
ADSS	221761_at,227310_at	6.871495	6.93684	6.92812	7.275975	7.14629	7.23111
ADSSL1	226325_at,238259_at	7.61074	7.572515	7.61172	5.46127	5.282705	5.501655
ADTRP	215100_at,229070_at	4.56984	4.40588	4.72902	6.896815	6.574515	6.60752
AEBP1	201792_at	6.00889	6.15142	6.07483	5.69149	5.81549	5.7212
AEBP2	225889_at,235184_at	7.703535	7.607575	7.38071	8.160735	7.89628	8.08037
AEN	219361_s_at	9.17943	9.16448	9.10336	8.77273	8.54633	8.53043
AES	217729_s_at	9.28847	9.39949	9.22505	9.60104	10.0794	10.001
AFAP1	203563_at	7.1469	7.33298	7.09565	7.41121	7.61605	7.71008
AFAP1-AS1	1558216_at,223779_at	4.605285	4.61994	4.649745	6.76789	6.912805	6.91364
AFAP1L1	1555542_at,226955_at	4.94698	4.98965	5.03408	4.919045	5.10114	4.913875
AFAP1L2	226829_at	4.49175	4.25037	4.53968	5.40211	5.43535	5.57229
AFDN	208512_s_at,214939_x_at,215904_at,224685_at,229775_s_at,230622_at,238871_at	5.49205714285714	5.62862	5.50491285714286	6.09189	5.95417571428571	5.93018285714286
AFDN-AS1	210409_at	4.81707	4.83691	4.65043	4.44089	4.70254	4.56313
AFF1	201924_at,211826_s_at,215451_s_at	6.14876	6.08576666666667	6.11031	6.53270333333333	6.43749666666667	6.47405333333333
AFF2	206105_at,210957_s_at,216364_s_at	5.1446	5.07582	5.24955666666667	4.91219666666667	5.10476	5.04318333333333
AFF3	1565034_s_at,205734_s_at,205735_s_at,227198_at,242078_at,243967_at	4.71026833333333	4.586125	4.61770333333333	4.35593833333333	4.35401333333333	4.34899666666667
AFF4	1555435_at,1555436_a_at,219199_at,225229_at,232864_s_at,232865_at,239439_at,243487_at	6.0762225	6.02513625	5.96827625	6.03511	5.981465	6.018225
AFG3L1P	1552287_s_at,1559863_a_at,236250_at	7.23917666666667	7.21697333333333	7.27092333333333	7.36762666666667	7.23742666666667	7.23789333333333
AFG3L2	1557820_at,202486_at,232919_at	9.04654666666667	9.00706666666667	9.00015	9.42663	9.19273	9.28166
AFM	206840_at	4.2999	4.32937	4.3992	4.13346	4.18786	4.21471
AFMID	240318_at	5.75069	5.69565	5.48476	5.95614	5.53368	5.54729
AFP	204694_at	4.89673	4.90639	4.69857	5.96739	5.69048	5.82299
AFTPH	217939_s_at,222472_at	10.68825	10.6464	10.6778	10.5201	10.4321	10.4919
AGA	204332_s_at,204333_s_at,216064_s_at	8.64373666666667	8.57984333333333	8.58581666666667	9.37750666666667	9.10950666666667	9.10695666666667
AGAP1	204066_s_at,228240_at,235968_at	8.05605666666667	8.05610333333333	7.98070666666667	8.21294333333333	8.13896	8.06813
AGAP11	1557380_at,1557382_x_at	4.675945	4.695915	4.722845	4.787945	5.060355	4.872955
AGAP2	206152_at,215080_s_at,229917_at	5.29539666666667	5.30355666666667	5.29842666666667	5.07150333333333	5.18615	5.15633666666667
AGAP2-AS1	1555907_at	7.38657	7.58142	7.36453	6.31702	6.81518	7.07305
AGAP3	225789_at,231299_at,239026_x_at	7.14972	7.29119666666667	7.17179333333333	7.64176333333333	7.87575	7.82926333333333
AGAP4	1565620_at	5.13822	5.46497	5.43527	5.7647	6.02937	5.70351
AGAP6	242393_x_at,243937_x_at	5.850605	5.89446	5.9339	6.58003	6.575545	6.47533
AGAP9	240230_s_at	4.33903	4.5936	4.46828	5.07941	5.28003	5.31346
AGAP9///AGAP6///BMS1P5	238553_at	4.83871	5.08331	4.67146	6.08544	5.60805	5.58304
AGBL1	1553447_at	4.35752	4.12088	4.47978	4.07279	4.33155	4.43595
AGBL2	220390_at	4.64905	4.64903	4.73763	5.11133	4.69989	5.0191
AGBL3	1554820_at,220649_at,232395_x_at	4.21288333333333	4.14805666666667	4.22078666666667	4.79334	4.55728333333333	4.69427666666667
AGBL4	1553412_at,1569570_at	4.41758	4.43885	4.6304	4.39378	4.432945	4.49378
AGBL5	218480_at,231857_s_at,238889_at	6.58879666666667	6.88213	6.58110666666667	6.63644333333333	6.63402666666667	6.59428333333333
AGER	210081_at,217046_s_at	5.702925	5.795195	5.63671	5.501675	5.41357	5.3551
AGFG1	213926_s_at,213928_s_at,218091_at,218092_s_at,226561_at	7.696188	7.827876	7.800118	8.234944	8.226018	8.166326
AGFG2	1554618_at,206820_at,206821_x_at,217450_at,222126_at,222362_at	5.675535	5.67339333333333	5.62140333333333	5.293355	5.44140666666667	5.47262666666667
AGGF1	208042_at,210710_at,218534_s_at,222661_at	7.8110775	7.8335275	7.902575	8.5045525	8.38145	8.3906075
AGK	1555610_at,218568_at,222132_s_at	7.49173333333333	7.47597333333333	7.33524333333333	7.49186666666667	7.46770666666667	7.53095333333333
AGL	203566_s_at	10.4706	10.4131	10.3849	10.4448	10.3538	10.455
AGMAT	219792_at,221648_s_at,222930_s_at	7.0905	7.07201	7.18347333333333	4.86444333333333	5.02896666666667	4.85765333333333
AGO1	218287_s_at,222576_s_at,228120_at,239036_at	6.952255	7.0393075	7.0134425	7.18954	7.277515	7.256645
AGO2	225827_at	10.9558	11.2504	11.2299	9.89371	10.5567	10.2514
AGO3	219426_at,228932_at,235782_at,241091_at	5.8648125	5.9651475	5.91737	6.041465	6.113	6.048795
AGO4	1569408_at,219190_s_at,222842_at,227930_at	5.270555	5.3046775	5.25282	6.297585	6.0967775	6.0817775
AGPAT1	215535_s_at,32836_at	8.89142	8.92809	8.777165	9.410015	9.87821	9.87485
AGPAT2	210678_s_at,32837_at	8.581425	8.75999	8.60377	8.351935	8.70426	8.59017
AGPAT3	219723_x_at,223182_s_at,223183_at,223184_s_at,224282_s_at,225440_at	7.87657166666667	8.050695	7.955265	8.27204833333333	8.34426666666667	8.26439
AGPAT4	219693_at,228667_at	4.27129	4.28979	4.360025	7.084845	6.59803	6.80101
AGPAT4-IT1	223740_at	5.21054	5.11215	5.44507	5.83557	5.85087	5.57591
AGPAT5	218096_at,232007_at	9.78011	9.799995	9.799475	8.872945	8.70502	8.745925
AGPS	205401_at,225108_at,225113_at,225114_at	4.1847775	4.30205	4.2774375	9.64612	9.4537225	9.51063
AGR2	209173_at,228969_at	10.616935	10.50861	10.52561	4.56817	4.89141	4.695175
AGR3	228241_at	6.63376	6.67516	6.68327	4.32336	4.55511	4.38574
AGRN	212283_at,212285_s_at,217410_at,217419_x_at	7.9555475	8.07121	7.8744775	7.77637	8.0650475	8.0906075
AGRP	207193_at	5.12859	5.1206	5.08333	5.0155	5.2202	5.22228
AGT	202834_at	5.3763	5.34087	5.56481	5.21098	5.35764	5.48612
AGTPBP1	204499_at,204500_s_at	7.54506	7.405365	7.31779	8.71752	8.44537	8.53418
AGTR1	205357_s_at,208016_s_at	4.677425	4.66666	4.737735	4.626735	4.54646	4.62114
AGTR2	207293_s_at,207294_at,222321_at	4.54380666666667	4.52711333333333	4.5919	4.42402666666667	4.47257666666667	4.45180333333333
AGTRAP	1555736_a_at,225059_at,238135_at	7.30829666666667	7.33952	7.25812	8.77222666666667	8.56845	8.76895333333333
AGXT	206957_at,210326_at,210327_s_at	4.75929666666667	4.87041666666667	4.88248666666667	4.72969333333333	4.70482	4.66484666666667
AGXT2	229229_at	5.24412	5.06895	5.25958	4.72067	5.01711	5.0897
AHCTF1	214766_s_at,226115_at	9.071545	8.9805	8.958495	9.44761	9.25764	9.19807
AHCTF1P1///AHCTF1	1560224_at	4.2821	4.48548	4.21686	4.21079	4.97141	4.68717
AHCY	200903_s_at	11.4458	11.5178	11.3315	11.5118	11.5942	11.6133
AHCYL1	200848_at,200849_s_at,200850_s_at,207464_at	9.2579675	9.2902725	9.326155	9.50565	9.4730325	9.2976225
AHCYL2	212814_at,215672_s_at	6.975005	6.932785	6.9533	6.52902	6.26226	6.43893
AHDC1	205002_at,229379_at,243793_at	5.5659	5.52435333333333	5.56453333333333	5.45847333333333	5.80969666666667	5.77648
AHI1	220841_s_at,220842_at,221569_at,232461_at,244699_at	5.77548	5.939718	5.916438	6.188034	5.81937	5.929304
AHNAK	1563560_at,211986_at,220016_at,235281_x_at,238855_at	6.272432	6.260214	6.21051	6.822258	6.807298	6.761592
AHNAK2	1558378_a_at,212992_at	5.14051	5.18816	5.32967	7.27108	7.23533	7.26998
AHR	202820_at	8.32806	8.08041	8.24976	8.74204	8.73101	8.88623
AHRR	229354_at	6.99277	7.09738	7.0211	7.32808	7.26893	7.3058
AHSA1	201491_at	11.674	11.7909	11.6798	11.6886	11.6101	11.4803
AHSA2	212980_at,226334_s_at,226665_at,230148_at	7.32844	7.31907	7.2721175	7.8329	7.5476325	7.58725
AHSG	204551_s_at,210929_s_at	4.971925	4.758745	4.98676	4.689125	4.855675	4.88448
AHSP	219672_at	5.55596	5.34547	5.41325	5.36607	5.52369	5.54428
AICDA	219841_at,224499_s_at	4.335835	4.139985	4.26894	4.347065	4.26227	4.060655
AIDA	220199_s_at,226801_s_at	10.448945	10.355725	10.355385	11.34465	11.23185	11.20405
AIF1	207823_s_at,209901_x_at,213095_x_at,215051_x_at	6.0102325	5.9106375	5.9698025	5.8196925	5.8618275	5.9504575
AIF1L	223074_s_at,223075_s_at	9.42235	9.43965	9.38401	6.54216	6.65957	6.573285
AIFM1	205512_s_at	10.871	10.9485	10.8549	9.94451	9.68249	9.6872
AIFM2	224461_s_at,228445_at	8.29818	8.32053	8.227235	8.58786	8.47162	8.47747
AIFM3	244084_at	5.96259	5.85765	5.98507	4.92204	5.03224	5.08149
AIG1	223136_at,230520_at,232810_at	7.48459	7.44524333333333	7.40542333333333	7.86729	7.64408666666667	7.72669
AIM1	212543_at	11.2166	11.1575	11.2276	8.73707	8.48419	8.59719
AIM1L	220289_s_at,220290_at	5.98845	5.92003	5.863425	5.4093	5.515295	5.47369
AIM2	206513_at	4.87069	4.98315	4.72787	8.30382	8.04015	7.89146
AIMP1	202541_at,202542_s_at,227605_at	10.06975	10.02331	10.0617133333333	9.77025	9.49222333333333	9.49451
AIMP2	202138_x_at,209971_x_at,209972_s_at	9.89239666666667	9.95553666666667	9.98425	9.14931666666667	9.14054	9.18816333333333
AIP	201781_s_at,201782_s_at	9.4016	9.45788	9.32553	9.493605	9.50625	9.509435
AIPL1	219977_at,235731_at	5.47276	5.319	5.435875	5.35799	5.3551	5.339375
AIRE	208090_s_at	5.73574	5.75922	5.71778	5.60609	5.87588	5.71829
AJAP1	206460_at,215149_at,215789_s_at,215790_at	4.74123	4.739365	4.7002025	4.5098475	4.550695	4.623555
AJUBA	1553764_a_at,225806_at,225807_at,243446_at	7.38649	7.32405	7.367235	9.7104175	9.5534775	9.57333
AK1	202587_s_at,202588_at	8.305695	8.29183	8.348295	8.653865	8.782225	8.78958
AK2	205996_s_at,208967_s_at,212172_at,212173_at,212174_at,212175_s_at	7.77696666666667	7.84266166666667	7.76817	9.90450166666667	9.68369	9.67787
AK3	224151_s_at,224655_at	11.18141	11.30315	11.2843	9.191835	9.108695	9.08174
AK5	219308_s_at,222862_s_at	4.84042	4.705985	4.710895	4.833925	4.79636	4.82442
AK6	203893_at	10.2103	10.1691	10.2638	9.96548	9.71109	9.82251
AK6///TAF9	202168_at	11.5243	11.418	11.5797	11.4955	11.4835	11.4125
AK7	1553734_at,1569699_at,1569700_s_at,241326_at	6.3531	6.251695	6.3063075	4.9380075	4.852995	5.0696125
AK8	1557666_s_at,230976_at	6.70124	6.573405	6.497525	6.149795	6.39735	6.425455
AK9	1552299_at,1564002_a_at,239828_at	6.24398333333333	6.31539333333333	6.22825333333333	5.57740333333333	5.42585333333333	5.54956
AKAIN1	243506_at	4.40106	4.74095	4.68167	4.36834	4.41099	4.47163
